Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари,kod
01.11.2024,"1.997,00","1.997,00","1.997,00","1.997,00",202.0,138.0,275.586,275.586,STB
31.10.2024,"1.960,00","1.960,00","1.950,00","1.957,51",99.0,1.065,2.084.750,2.084.750,STB
30.10.2024,"1.938,00","1.949,00","1.920,00","1.938,29",95.0,434.0,841.220,841.220,STB
29.10.2024,"1.920,00",,,"1.920,00",0.0,0.0,0,0,STB
28.10.2024,"1.920,00","1.920,00","1.920,00","1.920,00",35.0,115.0,220.800,220.800,STB
25.10.2024,"1.900,00","1.919,00","1.900,00","1.913,26",-35.0,43.0,82.270,82.270,STB
24.10.2024,"1.920,00",,,"1.920,00",0.0,0.0,0,0,STB
22.10.2024,"1.920,00","1.920,00","1.920,00","1.920,00",0.0,300.0,576.000,576.000,STB
21.10.2024,"1.920,00","1.920,00","1.920,00","1.920,00",-144.0,65.0,124.800,124.800,STB
18.10.2024,"1.948,00","1.948,00","1.948,00","1.948,00",110.0,5.0,9.740,9.740,STB
17.10.2024,"1.920,00",,,"1.926,71",0.0,0.0,0,0,STB
16.10.2024,"1.920,00","1.950,00","1.899,00","1.926,71",-119.0,112.0,215.792,215.792,STB
15.10.2024,"1.950,00","1.950,00","1.950,00","1.950,00",0.0,560.0,1.092.000,1.092.000,STB
14.10.2024,"1.950,00",,,"1.950,00",0.0,0.0,0,0,STB
10.10.2024,"1.950,00",,,"1.950,00",0.0,0.0,0,0,STB
08.11.2024,65000,,,65000,0.0,0.0,0.0,0.0,STBP
07.11.2024,65000,,,65000,0.0,0.0,0.0,0.0,STBP
06.11.2024,65000,,,65000,0.0,0.0,0.0,0.0,STBP
05.11.2024,65000,,,65000,0.0,0.0,0.0,0.0,STBP
04.11.2024,65000,,,65000,0.0,0.0,0.0,0.0,STBP
01.11.2024,65000,65000.0,65000.0,65000,-1447.0,43.0,27.95,27.95,STBP
31.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
30.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
29.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
28.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
25.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
24.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
22.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
21.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
18.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
17.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
16.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
15.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
14.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
10.10.2024,76000,,,76000,0.0,0.0,0.0,0.0,STBP
08.11.2024,13500,13500.0,13500.0,13500,0.0,678.0,91.53,91.53,STIL
07.11.2024,13500,13500.0,13500.0,13500,176.0,988.0,133.38,133.38,STIL
06.11.2024,13200,13300.0,13200.0,13266,-173.0,623.0,82.646,82.646,STIL
05.11.2024,13500,,,13500,0.0,0.0,0.0,0.0,STIL
04.11.2024,13500,,,13500,0.0,0.0,0.0,0.0,STIL
01.11.2024,13500,13500.0,13500.0,13500,0.0,850.0,114.75,114.75,STIL
31.10.2024,13500,,,13500,0.0,0.0,0.0,0.0,STIL
30.10.2024,13500,,,13500,0.0,0.0,0.0,0.0,STIL
29.10.2024,13500,13500.0,13500.0,13500,0.0,927.0,125.145,125.145,STIL
28.10.2024,13500,,,13500,0.0,0.0,0.0,0.0,STIL
25.10.2024,13500,13500.0,13500.0,13500,0.0,2.513,339.255,339.255,STIL
24.10.2024,13500,13500.0,13500.0,13500,150.0,950.0,128.25,128.25,STIL
22.10.2024,13300,13300.0,13300.0,13300,-148.0,90.0,11.97,11.97,STIL
21.10.2024,13500,,,13500,0.0,0.0,0.0,0.0,STIL
18.10.2024,13500,,,13500,0.0,0.0,0.0,0.0,STIL
17.10.2024,13500,13500.0,13500.0,13500,-47.0,1.0,135.0,135.0,STIL
16.10.2024,13500,,,13564,0.0,0.0,0.0,0.0,STIL
15.10.2024,13500,,,13564,0.0,0.0,0.0,0.0,STIL
14.10.2024,13500,,,13564,0.0,0.0,0.0,0.0,STIL
10.10.2024,13500,,,13564,0.0,0.0,0.0,0.0,STIL
08.11.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
07.11.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
06.11.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
05.11.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
04.11.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
01.11.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
31.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
30.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
29.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
28.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
25.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
24.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
22.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
21.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
18.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
17.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
16.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
15.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
14.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
10.10.2024,"1.200,00",,,"1.200,00",0.0,0.0,0,0,STOK
08.11.2024,97000,,,97000,0.0,0.0,0,0,TAJM
07.11.2024,97000,,,97000,0.0,0.0,0,0,TAJM
06.11.2024,97000,,,97000,0.0,0.0,0,0,TAJM
05.11.2024,97000,,,97000,0.0,0.0,0,0,TAJM
04.11.2024,97000,,,97000,0.0,0.0,0,0,TAJM
01.11.2024,97000,,,97000,0.0,0.0,0,0,TAJM
31.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
30.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
29.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
28.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
25.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
24.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
22.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
21.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
18.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
17.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
16.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
15.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
14.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
10.10.2024,97000,,,97000,0.0,0.0,0,0,TAJM
08.11.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
07.11.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
06.11.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
05.11.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
04.11.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
01.11.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
31.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
30.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
29.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
28.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
25.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
24.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
22.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
21.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
18.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
17.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
16.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
15.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
14.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
10.10.2024,"16.010,00",,,"16.010,00",0.0,0.0,0,0,TBKO
08.11.2024,73000,,,73000,0.0,0.0,0,0,TEAL
07.11.2024,73000,,,73000,0.0,0.0,0,0,TEAL
06.11.2024,73000,,,73000,0.0,0.0,0,0,TEAL
05.11.2024,73000,,,73000,0.0,0.0,0,0,TEAL
04.11.2024,73000,,,73000,0.0,0.0,0,0,TEAL
01.11.2024,73000,,,73000,0.0,0.0,0,0,TEAL
31.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
30.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
29.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
28.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
25.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
24.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
22.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
21.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
18.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
17.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
16.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
15.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
14.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
10.10.2024,73000,,,73000,0.0,0.0,0,0,TEAL
08.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
07.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
06.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
05.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
04.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
01.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
31.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
30.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
29.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
28.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
25.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
24.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
22.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
21.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
18.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
17.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
16.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
15.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
14.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
10.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0,0,TEHN
08.11.2024,41000,41000.0,40700.0,40847,-44.0,1.146,468.110,468.110,TEL
07.11.2024,41000,41100.0,41000.0,41029,-113.0,700.0,287.200,287.200,TEL
06.11.2024,41500,41500.0,41500.0,41500,-72.0,504.0,209.160,209.160,TEL
05.11.2024,41800,41800.0,41800.0,41800,-48.0,13.0,5.434,5.434,TEL
04.11.2024,42000,,,42000,0.0,0.0,0,0,TEL
01.11.2024,42000,42000.0,42000.0,42000,242.0,164.0,68.880,68.880,TEL
31.10.2024,41000,42000.0,41000.0,41007,-143.0,1.452,595.420,595.420,TEL
30.10.2024,41700,42000.0,41500.0,41602,-257.0,5.064,2.106.748,2.106.748,TEL
29.10.2024,42700,,,42700,0.0,0.0,0,0,TEL
28.10.2024,42700,42700.0,42700.0,42700,215.0,15.0,6.405,6.405,TEL
25.10.2024,41800,41800.0,41800.0,41800,-256.0,412.0,172.216,172.216,TEL
24.10.2024,42900,42900.0,42900.0,42900,-23.0,135.0,57.915,57.915,TEL
22.10.2024,43000,,,43000,0.0,0.0,0,0,TEL
21.10.2024,43000,,,43000,0.0,0.0,0,0,TEL
18.10.2024,43000,43000.0,43000.0,43000,204.0,38.0,16.340,16.340,TEL
17.10.2024,41500,,,42142,0.0,0.0,0,0,TEL
16.10.2024,41500,43600.0,41500.0,42142,-357.0,288.0,121.368,121.368,TEL
15.10.2024,43700,,,43700,0.0,0.0,0,0,TEL
14.10.2024,43700,,,43700,0.0,0.0,0,0,TEL
10.10.2024,43700,43700.0,43700.0,43700,0.0,50.0,21.850,21.850,TEL
08.11.2024,"2.635,00",,,"2.635,00",0.0,0.0,0.0,0.0,TETE
07.11.2024,"2.635,00","2.635,00","2.635,00","2.635,00",-298.0,160.0,421.6,421.6,TETE
06.11.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
05.11.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
04.11.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
01.11.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
31.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
30.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
29.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
28.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
25.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
24.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
22.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
21.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
18.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
17.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
16.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
15.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
14.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
10.10.2024,"2.716,00",,,"2.716,00",0.0,0.0,0.0,0.0,TETE
08.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
07.11.2024,"1.000,00","1.000,00","1.000,00","1.000,00",0.0,126.0,126.0,126.0,TIKV
06.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
05.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
04.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
01.11.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
31.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
30.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
29.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
28.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
25.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
24.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
22.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
21.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
18.10.2024,"1.000,00","1.000,00","1.000,00","1.000,00",0.0,36.0,36.0,36.0,TIKV
17.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
16.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
15.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
14.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
10.10.2024,"1.000,00",,,"1.000,00",0.0,0.0,0.0,0.0,TIKV
08.11.2024,25000,,,25000,0.0,0.0,0,0,TKPR
07.11.2024,25000,,,25000,0.0,0.0,0,0,TKPR
06.11.2024,25000,,,25000,0.0,0.0,0,0,TKPR
05.11.2024,25000,,,25000,0.0,0.0,0,0,TKPR
04.11.2024,25000,,,25000,0.0,0.0,0,0,TKPR
01.11.2024,25000,,,25000,0.0,0.0,0,0,TKPR
31.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
30.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
29.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
28.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
25.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
24.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
22.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
21.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
18.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
17.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
16.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
15.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
14.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
10.10.2024,25000,,,25000,0.0,0.0,0,0,TKPR
08.11.2024,"6.600,00","6.600,00","6.600,00","6.600,00",-149.0,1.0,6.6,6.6,TKVS
07.11.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
06.11.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
05.11.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
04.11.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
01.11.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
31.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
30.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
29.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
28.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
25.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
24.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
22.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
21.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
18.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
17.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
16.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
15.10.2024,"6.700,00","6.700,00","6.700,00","6.700,00",-74.0,27.0,180.9,180.9,TKVS
14.10.2024,"6.750,00","6.750,00","6.750,00","6.750,00",75.0,22.0,148.5,148.5,TKVS
10.10.2024,"6.700,00",,,"6.700,00",0.0,0.0,0.0,0.0,TKVS
08.11.2024,"45.000,00","45.000,00","45.000,00","45.000,00",0.0,20.0,900.000,900.000,TNB
07.11.2024,"45.000,00","45.000,00","45.000,00","45.000,00",46.0,42.0,1.890.000,1.890.000,TNB
06.11.2024,"44.750,00","45.000,00","44.750,00","44.793,57",-25.0,23.0,1.030.252,1.030.252,TNB
05.11.2024,"45.000,00","45.000,00","44.750,00","44.907,11",40.0,90.0,4.041.640,4.041.640,TNB
04.11.2024,"44.750,00","44.880,00","44.700,00","44.727,80",-2.0,104.0,4.651.691,4.651.691,TNB
01.11.2024,"44.750,00","44.880,00","44.700,00","44.734,90",-35.0,51.0,2.281.480,2.281.480,TNB
31.10.2024,"44.890,00","44.890,00","44.890,00","44.890,00",-2.0,23.0,1.032.470,1.032.470,TNB
30.10.2024,"44.900,00","44.900,00","44.900,00","44.900,00",69.0,6.0,269.400,269.400,TNB
29.10.2024,"44.551,00","44.995,00","44.551,00","44.592,30",-81.0,54.0,2.407.984,2.407.984,TNB
28.10.2024,"44.994,00","44.997,00","44.550,00","44.954,46",57.0,63.0,2.832.131,2.832.131,TNB
25.10.2024,"44.700,00","44.700,00","44.700,00","44.700,00",22.0,9.0,402.300,402.300,TNB
24.10.2024,"44.600,00","44.600,00","44.600,00","44.600,00",-22.0,15.0,669.000,669.000,TNB
22.10.2024,"44.700,00","44.700,00","44.700,00","44.700,00",-32.0,20.0,894.000,894.000,TNB
21.10.2024,"44.700,00","44.998,00","44.700,00","44.841,90",-35.0,21.0,941.680,941.680,TNB
18.10.2024,"44.998,00","44.998,00","44.998,00","44.998,00",0.0,13.0,584.974,584.974,TNB
17.10.2024,"44.999,00",,,"44.998,80",0.0,0.0,0,0,TNB
16.10.2024,"44.999,00","44.999,00","44.998,00","44.998,80",0.0,5.0,224.994,224.994,TNB
15.10.2024,"44.998,00","44.998,00","44.998,00","44.998,00",0.0,13.0,584.974,584.974,TNB
14.10.2024,"44.995,00","45.000,00","44.990,00","44.997,44",14.0,27.0,1.214.931,1.214.931,TNB
10.10.2024,"44.999,00","44.999,00","44.890,00","44.935,56",75.0,27.0,1.213.260,1.213.260,TNB
08.11.2024,,,,,,0.0,0,0,TRDB
07.11.2024,,,,,,0.0,0,0,TRDB
06.11.2024,,,,,,0.0,0,0,TRDB
05.11.2024,,,,,,0.0,0,0,TRDB
04.11.2024,,,,,,0.0,0,0,TRDB
01.11.2024,,,,,,0.0,0,0,TRDB
31.10.2024,,,,,,0.0,0,0,TRDB
30.10.2024,,,,,,0.0,0,0,TRDB
29.10.2024,,,,,,0.0,0,0,TRDB
28.10.2024,,,,,,0.0,0,0,TRDB
25.10.2024,,,,,,0.0,0,0,TRDB
24.10.2024,,,,,,0.0,0,0,TRDB
22.10.2024,,,,,,0.0,0,0,TRDB
21.10.2024,,,,,,0.0,0,0,TRDB
18.10.2024,,,,,,0.0,0,0,TRDB
17.10.2024,,,,,,0.0,0,0,TRDB
16.10.2024,,,,,,0.0,0,0,TRDB
15.10.2024,,,,,,0.0,0,0,TRDB
14.10.2024,,,,,,0.0,0,0,TRDB
10.10.2024,,,,,,0.0,0,0,TRDB
08.11.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
07.11.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
06.11.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
05.11.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
04.11.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
01.11.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
31.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
30.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
29.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
28.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
25.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
24.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
22.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
21.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
18.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
17.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
16.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
15.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
14.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
10.10.2024,"1.800,00",,,"1.800,00",0.0,0.0,0,0,TRPS
08.11.2024,10000,,,10000,0.0,0.0,0,0,TRUB
07.11.2024,10000,,,10000,0.0,0.0,0,0,TRUB
06.11.2024,10000,,,10000,0.0,0.0,0,0,TRUB
05.11.2024,10000,,,10000,0.0,0.0,0,0,TRUB
04.11.2024,10000,,,10000,0.0,0.0,0,0,TRUB
01.11.2024,10000,,,10000,0.0,0.0,0,0,TRUB
31.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
30.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
29.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
28.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
25.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
24.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
22.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
21.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
18.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
17.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
16.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
15.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
14.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
10.10.2024,10000,,,10000,0.0,0.0,0,0,TRUB
08.11.2024,9700,,,9700,0.0,0.0,0,0,TSMP
07.11.2024,9700,,,9700,0.0,0.0,0,0,TSMP
06.11.2024,9700,,,9700,0.0,0.0,0,0,TSMP
05.11.2024,9700,,,9700,0.0,0.0,0,0,TSMP
04.11.2024,9700,,,9700,0.0,0.0,0,0,TSMP
01.11.2024,9700,,,9700,0.0,0.0,0,0,TSMP
31.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
30.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
29.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
28.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
25.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
24.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
22.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
21.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
18.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
17.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
16.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
15.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
14.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
10.10.2024,9700,,,9700,0.0,0.0,0,0,TSMP
08.11.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
07.11.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
06.11.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
05.11.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
04.11.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
01.11.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
31.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
